item,meanprice,p_75,p_median,p_25,date
210808,8.9591665,10.97,8.1800003,6.9949999,01/04/2011
210802,7.1324773,8.8900003,6.9899998,5.8800001,01/05/2011
211007,2.4324741,2.6900001,2.3599999,2.23,01/05/2011
210403,6.3834901,6.9499998,6.3099999,5.5999999,01/05/2011
210414,1.7531624,2,1.66,1.27,01/05/2011
210703,6.738904,7.4899998,6.29,5.9699998,01/05/2011
210808,8.9441175,10.58,8.3299999,7.04,01/05/2011
210406,12.584979,14.5,12.34,10.99,01/05/2011
211014,5.0243921,6.1799998,5.0300002,4.3400002,01/05/2011
210802,7.2303419,8.8900003,7.0500002,5.8800001,01/06/2011
210414,1.9245763,2.5,2,1.27,01/06/2011
211007,2.4427059,2.6900001,2.3199999,2.1500001,01/06/2011
210808,8.9037304,10.4,8.3500004,7.0500002,01/06/2011
211014,5.096797,6.1899996,5.04,4.3400002,01/06/2011
210406,13.493584,14.785,13.21,11.79,01/06/2011
210403,6.4418006,7,6.3200002,5.7399998,01/06/2011
210703,6.5998592,7.0500002,6.3800001,5.9699998,01/06/2011
210403,6.4613566,7.0999999,6.3200002,5.71,01/07/2011
210802,7.1186028,8.8900003,6.9899998,5.7199998,01/07/2011
210808,8.9654121,10.36,8.3599997,7.0500002,01/07/2011
211007,2.4262886,2.6900001,2.23,2.23,01/07/2011
210703,6.7750907,7.3599997,6.3899999,5.9899998,01/07/2011
210406,13.468208,14.835,13.49,11.79,01/07/2011
211014,5.0802345,6.2249999,5.04,3.9400001,01/07/2011
210414,2.0344539,2.79,2,1.27,01/07/2011
210703,6.7439814,7.0550003,6.5900002,5.9899998,01/08/2011
211007,2.41433,2.6500001,2.23,2.23,01/08/2011
210802,7.1542668,8.8900003,6.9899998,5.8800001,01/08/2011
210406,13.504362,14.77,13.48,11.79,01/08/2011
211014,5.0600777,6.2800002,5.04,3.9200001,01/08/2011
210414,2.0553601,2.5,2,1.29,01/08/2011
210808,9.0571375,10.58,8.4899998,7.25,01/08/2011
210403,6.4283848,6.9899998,6.3150001,5.625,01/08/2011
210403,6.5680079,7.2249999,6.5599999,5.7249999,01/09/2011
210414,2.0256488,2.5,2,1.27,01/09/2011
210808,9.0801134,10.780001,8.4899998,7.0900002,01/09/2011
210703,6.8512001,7.27,6.5900002,6,01/09/2011
211007,2.3328261,2.6500001,2.23,2.0899999,01/09/2011
211014,5.0927653,6.3200002,5.0349998,4.27,01/09/2011
210406,13.603847,14.9,13.49,11.79,01/09/2011
210802,7.1478696,8.8000002,6.9899998,5.8800001,01/09/2011
210406,13.715496,15,13.875,11.99,01/10/2011
211007,2.4200001,2.6900001,2.48,2.0899999,01/10/2011
210414,2.0304651,2.5,2,1.27,01/10/2011
210403,6.5779152,7.1500001,6.5599999,5.71,01/10/2011
210703,6.8884683,7.5,6.5,5.9899998,01/10/2011
210808,9.0859156,10.93,8.54,7.1999998,01/10/2011
211014,5.0173178,6.1799998,4.9899998,3.72,01/10/2011
210802,7.2902608,8.8900003,7,5.8800001,01/10/2011
210808,9.0233335,10.76,8.4899998,7.0749998,01/11/2011
210406,14.022049,15.36,13.89,11.99,01/11/2011
211014,5.140512,6.2800002,4.9949999,4.3400002,01/11/2011
210403,6.7847843,7.29,6.5999999,5.8400002,01/11/2011
210414,1.9161156,2.3,1.99,1.27,01/11/2011
210802,7.1904783,8.8900003,7,5.8299999,01/11/2011
211007,2.4525557,2.6900001,2.48,2.1500001,01/11/2011
210703,6.8469195,7.54,6.5,5.9899998,01/11/2011
210406,14.08569,15.3,13.99,12.13,01/12/2011
211007,2.4536893,2.6900001,2.48,2.1500001,01/12/2011
210703,6.8968353,7.5900002,6.5900002,5.9699998,01/12/2011
211014,5.1028042,6.3499999,5.02,4.3400002,01/12/2011
210808,9.1180582,10.76,8.4899998,7.1999998,01/12/2011
210414,2.011157,2.97,2,1.27,01/12/2011
210802,7.244875,8.8900003,7,5.7150002,01/12/2011
210403,6.8995061,7.5,6.96,5.8000002,01/12/2011
211014,5.1691222,6.3499999,5.0349998,4.3400002,01/01/2012
210414,1.9641804,2.5,2,1.27,01/01/2012
211007,2.3937817,2.6500001,2.45,2.1500001,01/01/2012
210802,7.3029437,8.8900003,7,5.8800001,01/01/2012
210406,14.213771,15,14,12.995,01/01/2012
210403,6.9937873,7.5799999,6.96,5.98,01/01/2012
210703,6.9151173,7.4899998,6.5900002,6,01/01/2012
210808,9.1445761,10.93,8.5799999,7.1999998,01/01/2012
210808,9.2077522,10.97,8.8699999,7.23,01/02/2012
210403,7.073431,7.6900001,6.96,5.9899998,01/02/2012
210802,7.3374882,8.8900003,7.1599998,5.8800001,01/02/2012
211014,5.3307724,6.5999999,5.2600002,4.3600001,01/02/2012
211007,2.4462831,2.6900001,2.49,2,01/02/2012
210406,13.980259,15.9,13.99,11.59,01/02/2012
210703,6.9032369,7.48,6.6700001,5.9899998,01/02/2012
210414,2.0555372,2.99,2,1.49,01/02/2012
210703,6.8467855,7.4049997,6.6700001,5.9899998,01/03/2012
211007,2.483252,2.6900001,2.49,2.29,01/03/2012
210808,9.030755,10.64,8.4799995,7.23,01/03/2012
210414,2.165242,2.99,2,1.49,01/03/2012
211014,5.2121291,6.5900002,5.2600002,3.9300001,01/03/2012
210802,7.3014107,8.8900003,7,5.8000002,01/03/2012
210403,7.0013833,7.5599999,6.96,6.1500001,01/03/2012
210406,14.499832,15.99,14.49,12.99,01/03/2012
210802,7.2042017,8.8900003,6.9949999,5.3400002,01/04/2012
211007,2.4892857,2.72,2.49,2.29,01/04/2012
210808,9.0708075,10.6,8.4899998,7.2399998,01/04/2012
210406,14.249134,15.99,14,11.59,01/04/2012
211014,5.2843361,6.5900002,5.2849998,4.0799999,01/04/2012
210703,6.8299999,7.4899998,6.6100001,5.9899998,01/04/2012
210403,7.0609841,7.6700001,6.96,6.0599999,01/04/2012
210414,1.9585087,2.49,1.79,1,01/04/2012
211014,5.2333074,6.5799999,5.2600002,3.96,01/05/2012
210703,6.8759227,7.4899998,6.6100001,6,01/05/2012
210406,14.519318,16.4,14.49,12.99,01/05/2012
210802,7.3162346,8.8000002,7.1599998,5.8800001,01/05/2012
210403,7.2595329,7.9899998,7.4200001,6.29,01/05/2012
210414,1.9820354,2.49,2,1.49,01/05/2012
211007,2.5206201,2.72,2.49,2.3900001,01/05/2012
210808,9.0607224,10.6,8.4899998,7.0999999,01/05/2012
210403,7.252903,7.9949999,7.2750001,6.4449997,01/06/2012
210414,1.9934646,2.5,2,1.5,01/06/2012
211014,5.2397265,6.5,5.2600002,3.9000001,01/06/2012
210703,6.8282609,7.48,6.5749998,5.9899998,01/06/2012
210802,7.174706,8.6999998,6.9899998,5.5999999,01/06/2012
210406,14.640326,15.99,14.49,13.2,01/06/2012
211007,2.5041046,2.6900001,2.49,2.3900001,01/06/2012
210808,8.9789219,10.36,8.4899998,7.1100001,01/06/2012
210808,9.016654,10.6,8.4799995,7.1100001,01/07/2012
210406,14.254049,15.98,14.49,12.34,01/07/2012
210802,7.226696,8.8900003,7.1999998,5.52,01/07/2012
210414,2.0192308,2.5,2,1.35,01/07/2012
210403,7.3131557,8,7.3050003,6.3299999,01/07/2012
210703,6.9303002,7.5900002,6.6700001,6.1500001,01/07/2012
211014,5.2942743,6.5,5.27,4.0799999,01/07/2012
211007,2.47,2.72,2.45,2.1900001,01/07/2012
210703,6.9291306,7.5,6.6900001,6.1199999,01/08/2012
210414,1.9794697,2.5,2,1.39,01/08/2012
210403,7.3344622,8.1499996,7.4899998,6.3699999,01/08/2012
211014,5.2701936,6.5799999,5.2750001,4.0799999,01/08/2012
211007,2.5255225,2.72,2.49,2.3900001,01/08/2012
210406,14.653253,16,14.49,13.2,01/08/2012
210802,7.1621122,8.75,7,5.5599999,01/08/2012
210808,8.9375954,10.44,8.3549995,7.0999999,01/08/2012
211014,5.2564502,6.5799999,5.2600002,3.96,01/09/2012
210808,9.0438061,10.6,8.4899998,7.27,01/09/2012
210703,7.0100446,7.5,6.6900001,6.1500001,01/09/2012
211007,2.501111,2.8499999,2.49,2.29,01/09/2012
210802,7.2053976,8.8900003,6.9899998,5.5,01/09/2012
210414,1.9737302,2.5,2,1.49,01/09/2012
210403,7.412745,8.1499996,7.5,6.4899998,01/09/2012
210406,14.658088,16,14.49,13.16,01/09/2012
210802,7.3441176,8.8900003,7.2249999,5.8800001,01/10/2012
210808,9.0104475,10.58,8.4899998,7.0550003,01/10/2012
210403,7.4397702,8.1499996,7.5,6.5,01/10/2012
211007,2.4268909,2.8900001,2.3900001,2,01/10/2012
210703,6.9280348,7.5,6.6900001,6,01/10/2012
211014,5.3325286,6.5799999,5.29,4.1700001,01/10/2012
210414,2.0065179,2.5,2,1.35,01/10/2012
210406,14.834541,16.4,15,12.995,01/10/2012
211014,5.3739696,6.5900002,5.2650003,4.3800001,01/11/2012
210703,7.0346723,7.5900002,6.9899998,6.1500001,01/11/2012
210802,7.2769265,8.9799995,6.9899998,5.5900002,01/11/2012
210403,7.464633,8.1499996,7.6900001,6.5,01/11/2012
210808,9.2006273,10.76,8.5,7.29,01/11/2012
211007,2.486228,2.8900001,2.49,2.23,01/11/2012
210406,14.883925,16.4,15.094999,12.99,01/11/2012
210414,1.9908475,2.5,2,1.35,01/11/2012
210703,7.0391665,7.6999998,6.9849997,6.1000004,01/12/2012
211007,2.4750862,2.8900001,2.6199999,2,01/12/2012
210414,2.0639131,2.5899999,2,1.35,01/12/2012
210403,7.4262547,8.1499996,7.5,6.4499998,01/12/2012
210802,7.3555307,8.9899998,7,5.5900002,01/12/2012
210406,15.025726,16.67,15,13.44,01/12/2012
211014,5.4385171,6.75,5.3000002,4.3800001,01/12/2012
210808,9.2600765,10.76,8.6300001,7.4650002,01/12/2012
210403,7.4964232,8.3900003,7.6700001,6.335,01/01/2013
211007,2.5015574,2.8900001,2.6199999,2.23,01/01/2013
210808,9.1830225,10.76,8.6300001,7.4200001,01/01/2013
210703,7.2135863,7.8000002,7.29,6.3499999,01/01/2013
210802,7.6095781,9.0900002,7.5,5.8800001,01/01/2013
210406,14.608818,16.99,15,12,01/01/2013
210414,2.0595,2.5899999,2,1.35,01/01/2013
211014,5.5215969,6.6199999,5.5,4.3800001,01/01/2013
211014,5.4822521,6.7800002,5.4449997,4.3800001,01/02/2013
210703,7.1509829,7.71,7.25,6.1599998,01/02/2013
210802,7.4610877,8.9899998,7.27,5.7199998,01/02/2013
211007,2.4904311,2.8599999,2.49,2.23,01/02/2013
210808,9.1672792,10.5,8.8299999,7.1799998,01/02/2013
210403,7.5258756,8.1499996,7.6900001,6.5799999,01/02/2013
210406,15.076854,16.99,15.145,13.08,01/02/2013
210414,1.961236,2.5899999,2,1,01/02/2013
210808,9.1867275,10.56,9,7.2399998,01/03/2013
210406,15.209835,16.99,15,13,01/03/2013
210403,7.5417166,8.1499996,7.5950003,6.4250002,01/03/2013
211007,2.5861344,2.8499999,2.5899999,2.45,01/03/2013
210802,7.4278541,8.9899998,7.1599998,5.7199998,01/03/2013
210703,7.1314936,7.7199998,7,6.25,01/03/2013
211014,5.385963,6.7800002,5.29,3.9400001,01/03/2013
210414,1.8995789,2.5899999,1.75,1,01/03/2013
211014,5.5215788,6.8499999,5.2950001,4.3800001,01/04/2013
210414,2.0865307,2.7,2,1.35,01/04/2013
210802,7.4701209,8.9899998,7.4200001,5.4899998,01/04/2013
210403,7.6611462,8.3599997,7.7199998,6.5999999,01/04/2013
210703,7.1109829,7.8000002,6.8649998,6.1500001,01/04/2013
210808,9.1982975,10.76,8.9400005,7.0550003,01/04/2013
211007,2.5605001,2.8900001,2.6500001,2.23,01/04/2013
210406,15.286081,16.99,15.84,13.16,01/04/2013
211007,2.5495968,2.8900001,2.6500001,2.23,01/05/2013
210406,15.320041,16.99,15.5,13.18,01/05/2013
210802,7.430408,8.9899998,7.3200002,5.7199998,01/05/2013
211014,5.6135039,6.9200001,5.5100002,4.3800001,01/05/2013
210414,2.0126595,2.5899999,2,1.35,01/05/2013
210403,7.7262597,8.6000004,7.9000001,6.5,01/05/2013
210808,9.3084698,10.76,8.9700003,7.4749999,01/05/2013
210703,7.1314664,7.9000001,6.9400001,6.1500001,01/05/2013
210414,2.0209999,2.5899999,2,1.35,01/06/2013
210802,7.4652014,8.9899998,7.4200001,5.7199998,01/06/2013
210406,15.410916,16.99,15.82,13.18,01/06/2013
210703,7.1294689,7.79,6.9899998,5.9899998,01/06/2013
210808,9.3331385,10.76,8.9700003,7.79,01/06/2013
211014,5.5947709,6.9000001,5.5100002,4.4000001,01/06/2013
210403,7.7680707,8.8199997,7.7349997,6.5900002,01/06/2013
211007,2.6600001,2.8900001,2.6500001,2.45,01/06/2013
210808,9.3085451,10.76,8.9700003,7.7550001,01/07/2013
210406,15.998397,17.59,16,13.99,01/07/2013
210403,7.8025703,8.8900003,7.9499998,6.5599999,01/07/2013
210703,7.0212388,7.79,6.9899998,5.9899998,01/07/2013
211007,2.6900001,2.8900001,2.6500001,2.45,01/07/2013
210414,1.9726415,2.5899999,1.975,1,01/07/2013
211014,5.7226,6.9000001,5.5700002,4.4099998,01/07/2013
210802,7.3869619,8.8900003,7.3200002,5.71,01/07/2013
210406,15.791087,17.450001,15.82,13.5,01/08/2013
210802,7.5375214,8.9799995,7.4099998,5.75,01/08/2013
211014,5.6124601,6.77,5.5,4.4099998,01/08/2013
210414,1.9890178,2.5899999,2,1.175,01/08/2013
211007,2.6870909,2.8900001,2.6500001,2.45,01/08/2013
210808,9.2833967,10.59,9,7.5900002,01/08/2013
210403,7.9201179,9,8,6.5900002,01/08/2013
210703,7.1047273,7.79,6.9899998,6.1500001,01/08/2013
210414,2.1898291,2.7,2.25,1.5,01/09/2013
210703,7.050972,7.79,6.96,5.9899998,01/09/2013
210403,7.9913411,9,8,6.8000002,01/09/2013
210406,15.923376,17.5,15.969999,13.99,01/09/2013
210802,7.5635896,8.9899998,7.4549999,5.77,01/09/2013
210808,9.3695803,10.76,8.9949999,7.8000002,01/09/2013
211014,5.5656199,6.79,5.3000002,4.4099998,01/09/2013
211007,2.6866972,2.8900001,2.6500001,2.45,01/09/2013
211014,5.6500378,6.8899999,5.4899998,4.4099998,01/10/2013
211007,2.6371796,2.8900001,2.6500001,2.45,01/10/2013
210414,2.0389655,2.5,1.95,1.47,01/10/2013
210808,9.4495554,10.76,9.3000002,7.8000002,01/10/2013
210802,7.5752673,8.9899998,7.4200001,5.77,01/10/2013
210403,7.9751921,9,8,6.5799999,01/10/2013
210703,7.1493335,7.9400001,6.9899998,6.1500001,01/10/2013
210406,15.966653,17.99,15.48,13.5,01/10/2013
211007,2.5645902,2.8900001,2.6500001,2,01/11/2013
211014,5.7043128,6.9499998,5.4849997,4.4099998,01/11/2013
210406,15.935495,17.610001,15.42,13.5,01/11/2013
210802,7.6364584,8.9949999,7.645,5.7349997,01/11/2013
210808,9.4317818,10.76,9,7.7199998,01/11/2013
210414,2.096638,2.5450001,2,1.5,01/11/2013
210403,8.0644903,9,8,6.6900001,01/11/2013
210703,7.0975785,7.79,6.9899998,6,01/11/2013
210802,7.6445413,8.9899998,7.6999998,5.9899998,01/12/2013
210406,15.998837,18.115,15.924999,13.27,01/12/2013
211007,2.5648818,2.8900001,2.6500001,2,01/12/2013
210414,2.1086206,2.4949999,2,1.5,01/12/2013
210808,9.4576292,10.76,9,7.8899999,01/12/2013
211014,5.7039261,6.9699998,5.4400001,4.4099998,01/12/2013
210703,7.0281696,7.8900003,6.9899998,5.9449997,01/12/2013
210403,8.00597,9,8,6.5999999,01/12/2013
210403,8.0116301,9,8,6.5900002,01/01/2014
210802,7.6520691,8.9899998,7.54,5.9899998,01/01/2014
210414,2.1312711,2.5899999,2,1.5,01/01/2014
210406,16.094084,18.040001,15.995,14,01/01/2014
211007,2.6460769,2.8499999,2.6500001,2.45,01/01/2014
210808,9.2989178,10.76,8.7749996,6.9000001,01/01/2014
210703,7.1258035,7.9899998,6.9899998,5.9899998,01/01/2014
211014,5.6361027,6.96,5.29,4.4099998,01/01/2014
210403,8.091939,9,8,6.6900001,01/02/2014
211014,5.7668777,6.9899998,5.5700002,4.4099998,01/02/2014
210703,7.1213236,7.9250002,6.9899998,5.9899998,01/02/2014
211007,2.653125,2.8499999,2.6500001,2.45,01/02/2014
210808,9.2960148,10.76,8.79,7.0500002,01/02/2014
210414,2.0843651,2.5899999,1.99,1.5,01/02/2014
210802,7.6421461,9.1000004,7.4899998,5.8800001,01/02/2014
210406,15.844628,17.98,15.5,13.5,01/02/2014
210406,16.335405,18.790001,16,14,01/03/2014
210414,2.0344715,2.5799999,1.79,1.5,01/03/2014
211014,5.7193871,6.9499998,5.5100002,4.4099998,01/03/2014
210703,7.0132108,7.9400001,6.9899998,5.71,01/03/2014
210403,8.0566015,9,8,6.5950003,01/03/2014
211007,2.6498518,2.8499999,2.5899999,2.45,01/03/2014
210802,7.677124,9.1000004,7.5450001,5.7199998,01/03/2014
210808,9.2615747,10.59,9.1599998,7.27,01/03/2014
211014,5.6591506,6.9699998,5.5100002,4.3899999,01/04/2014
210808,9.2393799,10.44,9.1599998,7.27,01/04/2014
210414,1.9645833,2.5,1.77,1.495,01/04/2014
211007,2.5925,2.8049998,2.5899999,2.45,01/04/2014
210802,7.5472803,9,7.1599998,5.71,01/04/2014
210403,8.1135206,9,8,6.6900001,01/04/2014
210703,7.1340356,7.9899998,6.9899998,5.9899998,01/04/2014
210406,16.401503,18.790001,16,14.15,01/04/2014
210406,15.943347,18.719999,15.69,13.5,01/05/2014
210403,7.9642425,8.9899998,8,6.5950003,01/05/2014
210414,2.0705645,2.5,1.79,1.53,01/05/2014
211007,2.5985186,2.75,2.5899999,2.45,01/05/2014
210802,7.5818567,8.9899998,7.71,5.7199998,01/05/2014
211014,5.7077565,6.9499998,5.6199999,4.48,01/05/2014
210808,9.0068655,10,8.6499996,6.9949999,01/05/2014
210703,7.0694275,7.9400001,6.9899998,5.9400001,01/05/2014
210406,16.176956,18.799999,16,13.23,01/06/2014
210808,9.0207491,10,8.7700005,7.1999998,01/06/2014
211007,2.593111,2.6900001,2.5899999,2.45,01/06/2014
211014,5.6408677,6.9400001,5.4899998,4.4099998,01/06/2014
210403,8.0388079,9,8,6.5999999,01/06/2014
210703,7.0658407,7.9899998,6.9899998,5.71,01/06/2014
210802,7.6413598,9.2749996,7.4250002,5.6999998,01/06/2014
210414,1.9385951,2.49,1.75,1.5,01/06/2014
210403,7.974669,9,8,6.6700001,01/07/2014
211007,2.5437226,2.76,2.5899999,2,01/07/2014
210703,7.1600471,7.9899998,6.9899998,5.9949999,01/07/2014
210414,2.0214753,2.5,1.79,1.5,01/07/2014
210406,16.324129,17.99,16,14.52,01/07/2014
210808,9.0170565,10,8.8000002,7.1500001,01/07/2014
210802,7.4888697,8.9899998,7.4650002,5.5,01/07/2014
211014,5.6757197,6.98,5.6199999,4.4099998,01/07/2014
210406,16.327,18.08,16,14.1,01/08/2014
210808,9.1538639,10,9.1599998,7.27,01/08/2014
210802,7.6681356,9.2250004,7.4650002,5.6900001,01/08/2014
210414,2.02952,2.48,1.79,1.5,01/08/2014
210703,7.1553082,7.9899998,6.9899998,5.9899998,01/08/2014
211007,2.6053333,2.76,2.6500001,2.45,01/08/2014
210403,7.9886055,9,8,6.6700001,01/08/2014
211014,5.6060987,6.96,5.5050001,4.1350002,01/08/2014
211014,5.6306958,6.9699998,5.48,4.4099998,01/09/2014
210403,7.9810343,9,8,6.6700001,01/09/2014
210406,16.410957,18.9,16.395,13.99,01/09/2014
210414,2.028372,2.49,1.79,1.5,01/09/2014
211007,2.5867717,2.8499999,2.6500001,2.45,01/09/2014
210802,7.6612134,9.1999998,7.5,5.5,01/09/2014
210808,9.0993118,10,9.0500002,7.2249999,01/09/2014
210703,7.0552468,7.9000001,6.9400001,5.96,01/09/2014
210414,2.0361416,2.5,1.79,1.5,01/10/2014
211014,5.745564,6.9899998,5.6199999,4.4099998,01/10/2014
210703,7.087883,7.9899998,6.9899998,5.9899998,01/10/2014
210406,16.410213,18.99,15.82,14,01/10/2014
210403,8.0476561,9,8.1749992,6.9849997,01/10/2014
210808,9.1478338,10.36,9.1000004,7.1399999,01/10/2014
211007,2.6485827,2.8499999,2.6900001,2.45,01/10/2014
210802,7.4564753,8.9899998,7.5450001,5.3299999,01/10/2014
210414,2.0309601,2.5,1.79,1.5,01/11/2014
210403,8.0528402,9,8.1999998,6.6900001,01/11/2014
210406,16.05073,18.25,15.48,13.18,01/11/2014
211014,5.6661196,6.9949999,5.5100002,4.1900001,01/11/2014
210802,7.4854655,8.9899998,7.6799998,5.3400002,01/11/2014
210808,9.0906887,10.075,9.1599998,7.0700002,01/11/2014
211007,2.4831967,2.6900001,2.5,2,01/11/2014
210703,7.0750437,7.9899998,6.9650002,5.9899998,01/11/2014
210403,8.0586462,9,8.1999998,6.6900001,01/12/2014
210406,16.467966,18.485001,15.985,14.265,01/12/2014
210703,7.0945849,7.9899998,6.9899998,5.9899998,01/12/2014
211014,5.6807089,7,5.5100002,4.3850002,01/12/2014
210414,2.0687201,2.5,1.99,1.5,01/12/2014
210808,9.0758066,10.36,9.1599998,7.0700002,01/12/2014
211007,2.53825,2.6900001,2.5,2.45,01/12/2014
210802,7.7225552,8.9899998,7.7800002,5.71,01/12/2014
210414,2.0221312,2.5,1.79,1.5,01/01/2015
211014,5.6430655,6.9899998,5.48,4.4000001,01/01/2015
211007,2.6419327,2.95,2.6900001,2.45,01/01/2015
210703,6.9796,7.9400001,6.5900002,5.8000002,01/01/2015
210808,8.9754133,10,8.8699999,6.6700001,01/01/2015
210403,7.9885058,9,8,6.6700001,01/01/2015
210802,7.5011487,8.8000002,7.71,5.6900001,01/01/2015
210406,16.57519,18.15,16,14.5,01/01/2015
211007,2.5387611,2.6900001,2.5899999,2.25,01/02/2015
210802,7.4883041,8.9899998,7.3299999,5.5,01/02/2015
211014,5.6272016,6.9949999,5.4849997,4.4099998,01/02/2015
210406,16.52401,18.99,16.530001,14.52,01/02/2015
210403,8.0131493,9,8.1299992,6.5999999,01/02/2015
210808,8.9440308,10,8.8000002,7.0599999,01/02/2015
210414,1.9895902,2.49,1.79,1.5,01/02/2015
210703,7.003756,7.9400001,6.5900002,5.9899998,01/02/2015
210808,8.8239717,10,8.5500002,6.6700001,01/03/2015
211007,2.6617093,2.76,2.6900001,2.45,01/03/2015
210403,7.9791985,9,8,6.5999999,01/03/2015
211014,5.544591,6.9899998,5.4200001,4.1900001,01/03/2015
210406,16.497934,18.9,16,14.7,01/03/2015
210414,2.0511718,2.5,1.79,1.5,01/03/2015
210802,7.4970465,8.79,7.3299999,5.6900001,01/03/2015
210703,6.956851,7.79,6.5900002,5.9899998,01/03/2015
210703,7.1370559,7.9899998,6.6700001,5.9200001,01/04/2015
210802,7.5180974,8.9799995,7.4250002,5.5,01/04/2015
211014,5.5948563,7,5.355,4.3800001,01/04/2015
210403,7.9787264,9.2399998,8,6.5999999,01/04/2015
211007,2.6700885,2.99,2.6900001,2.45,01/04/2015
210414,2.0086823,2.5,1.75,1.5,01/04/2015
210406,16.511782,18.9,16,14.88,01/04/2015
210808,8.9811764,10.075,8.79,7.02,01/04/2015
210403,7.994235,9.1999998,8,6.5999999,01/05/2015
210414,1.8907627,2,1.72,1.5,01/05/2015
211014,5.6651292,7,5.5100002,4.4099998,01/05/2015
210808,8.8291445,10,8.4899998,6.8000002,01/05/2015
210406,16.268089,18.08,15.82,14.58,01/05/2015
211007,2.5891452,2.76,2.6900001,2.25,01/05/2015
210802,7.2225738,8.5,7.3299999,5.3400002,01/05/2015
210703,7.035327,7.9499998,6.6700001,5.9099998,01/05/2015
210403,8.0147696,9.2399998,8,6.605,01/06/2015
211007,2.6474137,2.875,2.6900001,2.45,01/06/2015
210703,7.0316129,7.9499998,6.6700001,5.79,01/06/2015
210414,2.0074046,2.5,1.6900001,1.5,01/06/2015
210802,7.4341102,8.7349997,7.5,5.5,01/06/2015
210808,8.8184481,10,8.0600004,6.8200002,01/06/2015
211014,5.5417204,6.9899998,5.29,4.3600001,01/06/2015
210406,16.234398,18.15,15.48,14,01/06/2015
210808,8.6857195,9.9899998,7.9699998,6.6399999,01/07/2015
211014,5.6378655,7.0599999,5.5100002,4.1700001,01/07/2015
210406,16.50144,18.25,16,14.98,01/07/2015
210802,7.5450869,8.9899998,7.6500001,5.6300001,01/07/2015
210414,1.8649607,2.49,1.75,1.49,01/07/2015
211007,2.6063933,2.9300001,2.6900001,2.45,01/07/2015
210403,7.9581151,9.0550003,8,6.5999999,01/07/2015
210703,7.0501852,7.9400001,6.6700001,5.7950001,01/07/2015
211014,5.6996899,7.04,5.6199999,4.3800001,01/08/2015
211007,2.5709677,2.7550001,2.6900001,2.25,01/08/2015
210808,8.6541262,9.8999996,7.9699998,6.6700001,01/08/2015
210703,7.048739,7.9200001,6.6700001,5.8000002,01/08/2015
210406,16.641535,18.08,16.5,14.99,01/08/2015
210414,1.8301493,2,1.5599999,1.49,01/08/2015
210403,7.9688931,9.1099997,8,6.5999999,01/08/2015
210802,7.3689609,8.6899996,7.3299999,5.5,01/08/2015
210808,8.6963634,9.8999996,7.9699998,7.1500001,01/09/2015
211007,2.5317094,2.76,2.6900001,2,01/09/2015
210406,16.405294,18.799999,15.5,14,01/09/2015
210403,7.9702263,9,8,6.5999999,01/09/2015
211014,5.5961766,7.0150003,5.48,4.1700001,01/09/2015
210703,7.0440087,7.9499998,6.6700001,5.8000002,01/09/2015
210802,7.2090907,8.3400002,7.3299999,5.5,01/09/2015
210414,2.0274999,2.49,1.6900001,1.5,01/09/2015
210802,7.2136621,8.79,7.1599998,5.5,01/10/2015
210406,16.570244,18.799999,16.154999,14.98,01/10/2015
210403,7.9296079,9.1099997,8,6.5900002,01/10/2015
211014,5.567276,7.1999998,5.5100002,3.74,01/10/2015
210414,1.9887786,2.49,1.75,1.5,01/10/2015
211007,2.5940337,2.76,2.6900001,2.25,01/10/2015
210703,7.0437989,7.9099998,6.6700001,5.8000002,01/10/2015
210808,8.6226397,9.8999996,7.9699998,6.79,01/10/2015
210414,2.0249219,2.49,1.75,1.5,01/11/2015
210808,8.5277205,9.875,7.9699998,6.6700001,01/11/2015
211007,2.5943696,2.76,2.6900001,2.25,01/11/2015
210406,16.395967,18.57,16.154999,14.65,01/11/2015
210403,8.0073519,9.2399998,8,6.5999999,01/11/2015
211014,5.6047082,7.25,5.5999999,4.1599998,01/11/2015
210703,7.0516,7.9000001,6.6700001,5.9200001,01/11/2015
210802,7.1856561,8.6899996,7.3299999,5.5,01/11/2015
210808,8.461091,9.8500004,7.9699998,6.6700001,01/12/2015
210703,6.939641,7.9400001,6.5700002,5.5599999,01/12/2015
210802,7.131814,8.4799995,7.2649999,5.5,01/12/2015
211014,5.5197835,7.0599999,5.4000001,4.1599998,01/12/2015
210406,16.636135,18.99,16,14,01/12/2015
210414,2.0239201,2.49,1.75,1.5,01/12/2015
210403,7.9987402,9,8,6.5999999,01/12/2015
211007,2.5814877,2.75,2.6900001,2.3599999,01/12/2015
210414,2.0394573,2.49,1.9299999,1.5,01/01/2016
211007,2.5864167,2.7550001,2.6900001,2.3599999,01/01/2016
210703,6.960711,7.9000001,6.5700002,5.71,01/01/2016
211014,5.4978909,7.25,5.29,3.52,01/01/2016
210406,16.502335,18.950001,16.700001,14.5,01/01/2016
210802,6.9696493,8.2350006,6.9949999,5.3400002,01/01/2016
210403,7.9301486,8.8000002,8,6.5999999,01/01/2016
210808,8.5014601,9.8999996,7.9699998,6.6700001,01/01/2016
210802,6.9058223,8.2700005,6.9899998,5.3400002,01/02/2016
210406,16.345829,18.73,16,14.33,01/02/2016
210414,2.0341804,2.29,1.8399999,1.5,01/02/2016
211007,2.465812,2.6900001,2.5799999,2,01/02/2016
