v1,v2,v6,v8,v9
Marquette County,Michigan,"9,091",With health insurance coverage,
Midland County,Michigan,"18,238",With health insurance coverage,"74,500"
Midland County,Michigan,"44,645",With health insurance coverage,
Midland County,Michigan,"11,617",With health insurance coverage,
Monroe County,Michigan,"34,621",With health insurance coverage,"140,079"
Monroe County,Michigan,"86,722",With health insurance coverage,
Monroe County,Michigan,"18,736",With health insurance coverage,
Muskegon County,Michigan,"42,042",With health insurance coverage,"152,497"
Muskegon County,Michigan,"88,431",With health insurance coverage,
Muskegon County,Michigan,"22,024",With health insurance coverage,
Oakland County,Michigan,"271,684",With health insurance coverage,"1,084,777"
Oakland County,Michigan,"670,398",With health insurance coverage,
Oakland County,Michigan,"142,695",With health insurance coverage,
Ottawa County,Michigan,"65,078",With health insurance coverage,"239,412"
Ottawa County,Michigan,"145,913",With health insurance coverage,
Ottawa County,Michigan,"28,421",With health insurance coverage,
Saginaw County,Michigan,"46,005",With health insurance coverage,"176,742"
Saginaw County,Michigan,"103,613",With health insurance coverage,
Saginaw County,Michigan,"27,124",With health insurance coverage,
St. Clair County,Michigan,"38,525",With health insurance coverage,"154,155"
St. Clair County,Michigan,"93,411",With health insurance coverage,
St. Clair County,Michigan,"22,219",With health insurance coverage,
Shiawassee County,Michigan,"16,356",With health insurance coverage,"62,755"
Shiawassee County,Michigan,"37,067",With health insurance coverage,
Shiawassee County,Michigan,"9,332",With health insurance coverage,
Van Buren County,Michigan,"17,968",With health insurance coverage,"66,304"
Van Buren County,Michigan,"38,718",With health insurance coverage,
Van Buren County,Michigan,"9,618",With health insurance coverage,
Washtenaw County,Michigan,"70,789",With health insurance coverage,"312,495"
Washtenaw County,Michigan,"210,808",With health insurance coverage,
Washtenaw County,Michigan,"30,898",With health insurance coverage,
Wayne County,Michigan,"477,883",With health insurance coverage,"1,655,828"
Wayne County,Michigan,"955,325",With health insurance coverage,
Wayne County,Michigan,"222,620",With health insurance coverage,
Anoka County,Minnesota,"81,044",With health insurance coverage,"297,722"
Anoka County,Minnesota,"189,077",With health insurance coverage,
Anoka County,Minnesota,"27,601",With health insurance coverage,
Carver County,Minnesota,"23,770",With health insurance coverage,"84,835"
Carver County,Minnesota,"53,878",With health insurance coverage,
Carver County,Minnesota,"7,187",With health insurance coverage,
Dakota County,Minnesota,"99,454",With health insurance coverage,"367,564"
Dakota County,Minnesota,"235,593",With health insurance coverage,
Dakota County,Minnesota,"32,517",With health insurance coverage,
Hennepin County,Minnesota,"252,178",With health insurance coverage,"1,022,799"
Hennepin County,Minnesota,"653,956",With health insurance coverage,
Hennepin County,Minnesota,"116,665",With health insurance coverage,
Olmsted County,Minnesota,"33,940",With health insurance coverage,"130,987"
Olmsted County,Minnesota,"80,931",With health insurance coverage,
Olmsted County,Minnesota,"16,116",With health insurance coverage,
Ramsey County,Minnesota,"114,622",With health insurance coverage,"449,289"
Ramsey County,Minnesota,"274,474",With health insurance coverage,
Ramsey County,Minnesota,"60,193",With health insurance coverage,
St. Louis County,Minnesota,"35,930",With health insurance coverage,"175,103"
St. Louis County,Minnesota,"110,502",With health insurance coverage,
St. Louis County,Minnesota,"28,671",With health insurance coverage,
Scott County,Minnesota,"36,989",With health insurance coverage,"121,139"
Scott County,Minnesota,"75,858",With health insurance coverage,
Scott County,Minnesota,"8,292",With health insurance coverage,
Sherburne County,Minnesota,"23,668",With health insurance coverage,"78,036"
Sherburne County,Minnesota,"48,266",With health insurance coverage,
Sherburne County,Minnesota,"6,102",With health insurance coverage,
Stearns County,Minnesota,"31,408",With health insurance coverage,"135,886"
Stearns County,Minnesota,"87,588",With health insurance coverage,
Stearns County,Minnesota,"16,890",With health insurance coverage,
Washington County,Minnesota,"56,954",With health insurance coverage,"215,534"
Washington County,Minnesota,"139,178",With health insurance coverage,
Washington County,Minnesota,"19,402",With health insurance coverage,
Wright County,Minnesota,"32,090",With health insurance coverage,"108,753"
Wright County,Minnesota,"66,991",With health insurance coverage,
Wright County,Minnesota,"9,672",With health insurance coverage,
DeSoto County,Mississippi,"39,329",With health insurance coverage,"130,537"
DeSoto County,Mississippi,"77,326",With health insurance coverage,
DeSoto County,Mississippi,"13,882",With health insurance coverage,
Forrest County,Mississippi,"17,230",With health insurance coverage,"63,688"
Forrest County,Mississippi,"38,309",With health insurance coverage,
Forrest County,Mississippi,"8,149",With health insurance coverage,
Harrison County,Mississippi,"40,903",With health insurance coverage,"137,322"
Harrison County,Mississippi,"76,649",With health insurance coverage,
Harrison County,Mississippi,"19,770",With health insurance coverage,
Hinds County,Mississippi,"60,025",With health insurance coverage,"208,462"
Hinds County,Mississippi,"122,418",With health insurance coverage,
Hinds County,Mississippi,"26,019",With health insurance coverage,
Jackson County,Mississippi,"27,130",With health insurance coverage,"103,667"
Jackson County,Mississippi,"62,431",With health insurance coverage,
Jackson County,Mississippi,"14,106",With health insurance coverage,
Jones County,Mississippi,"14,514",With health insurance coverage,"50,550"
Jones County,Mississippi,"28,086",With health insurance coverage,
Jones County,Mississippi,"7,950",With health insurance coverage,
Lauderdale County,Mississippi,"17,940",With health insurance coverage,"60,545"
Lauderdale County,Mississippi,"34,907",With health insurance coverage,
Lauderdale County,Mississippi,"7,698",With health insurance coverage,
Lee County,Mississippi,"20,596",With health insurance coverage,"66,385"
Lee County,Mississippi,"35,904",With health insurance coverage,
Lee County,Mississippi,"9,885",With health insurance coverage,
Madison County,Mississippi,"24,207",With health insurance coverage,"81,050"
Madison County,Mississippi,"48,007",With health insurance coverage,
Madison County,Mississippi,"8,836",With health insurance coverage,
Rankin County,Mississippi,"33,369",With health insurance coverage,"119,690"
Rankin County,Mississippi,"72,044",With health insurance coverage,
Rankin County,Mississippi,"14,277",With health insurance coverage,
Boone County,Missouri,"32,385",With health insurance coverage,"137,590"
Boone County,Missouri,"91,780",With health insurance coverage,
Boone County,Missouri,"13,425",With health insurance coverage,
Buchanan County,Missouri,"19,618",With health insurance coverage,"74,476"
Buchanan County,Missouri,"44,133",With health insurance coverage,
Buchanan County,Missouri,"10,725",With health insurance coverage,
Cape Girardeau County,Missouri,"15,152",With health insurance coverage,"62,051"
Cape Girardeau County,Missouri,"37,761",With health insurance coverage,
Cape Girardeau County,Missouri,"9,138",With health insurance coverage,
Cass County,Missouri,"24,431",With health insurance coverage,"88,356"
Cass County,Missouri,"53,377",With health insurance coverage,
Cass County,Missouri,"10,548",With health insurance coverage,
Christian County,Missouri,"18,642",With health insurance coverage,"67,100"
Christian County,Missouri,"40,026",With health insurance coverage,
Christian County,Missouri,"8,432",With health insurance coverage,
Clay County,Missouri,"52,127",With health insurance coverage,"192,771"
Clay County,Missouri,"117,828",With health insurance coverage,
Clay County,Missouri,"22,816",With health insurance coverage,
Cole County,Missouri,"16,411",With health insurance coverage,"64,736"
Cole County,Missouri,"40,252",With health insurance coverage,
Cole County,Missouri,"8,073",With health insurance coverage,
Franklin County,Missouri,"23,893",With health insurance coverage,"90,501"
Franklin County,Missouri,"54,335",With health insurance coverage,
Franklin County,Missouri,"12,273",With health insurance coverage,
Greene County,Missouri,"52,789",With health insurance coverage,"225,091"
Greene County,Missouri,"138,078",With health insurance coverage,
Greene County,Missouri,"34,224",With health insurance coverage,
Jackson County,Missouri,"154,922",With health insurance coverage,"568,534"
Jackson County,Missouri,"333,692",With health insurance coverage,
Jackson County,Missouri,"79,920",With health insurance coverage,
Jasper County,Missouri,"27,479",With health insurance coverage,"90,914"
Jasper County,Missouri,"49,455",With health insurance coverage,
Jasper County,Missouri,"13,980",With health insurance coverage,
Jefferson County,Missouri,"52,594",With health insurance coverage,"200,064"
Jefferson County,Missouri,"124,261",With health insurance coverage,
Jefferson County,Missouri,"23,209",With health insurance coverage,
Platte County,Missouri,"20,192",With health insurance coverage,"77,348"
Platte County,Missouri,"49,252",With health insurance coverage,
Platte County,Missouri,"7,904",With health insurance coverage,
St. Charles County,Missouri,"84,853",With health insurance coverage,"316,705"
St. Charles County,Missouri,"195,986",With health insurance coverage,
St. Charles County,Missouri,"35,866",With health insurance coverage,
St. Louis County,Missouri,"219,002",With health insurance coverage,"895,384"
St. Louis County,Missouri,"545,473",With health insurance coverage,
St. Louis County,Missouri,"130,909",With health insurance coverage,
St. Louis city,Missouri,"79,411",With health insurance coverage,"291,054"
St. Louis city,Missouri,"171,975",With health insurance coverage,
St. Louis city,Missouri,"39,668",With health insurance coverage,
Cascade County,Montana,"18,049",With health insurance coverage,"65,017"
Cascade County,Montana,"35,267",With health insurance coverage,
Cascade County,Montana,"11,701",With health insurance coverage,
Flathead County,Montana,"18,659",With health insurance coverage,"69,569"
Flathead County,Montana,"40,627",With health insurance coverage,
Flathead County,Montana,"10,283",With health insurance coverage,
Gallatin County,Montana,"16,856",With health insurance coverage,"77,065"
Gallatin County,Montana,"51,816",With health insurance coverage,
Gallatin County,Montana,"8,393",With health insurance coverage,
Missoula County,Montana,"20,994",With health insurance coverage,"90,545"
Missoula County,Montana,"58,393",With health insurance coverage,
Missoula County,Montana,"11,158",With health insurance coverage,
Yellowstone County,Montana,"31,743",With health insurance coverage,"121,319"
Yellowstone County,Montana,"71,690",With health insurance coverage,
Yellowstone County,Montana,"17,886",With health insurance coverage,
Douglas County,Nebraska,"125,441",With health insurance coverage,"438,729"
Douglas County,Nebraska,"262,236",With health insurance coverage,
Douglas County,Nebraska,"51,052",With health insurance coverage,
Lancaster County,Nebraska,"64,007",With health insurance coverage,"248,982"
Lancaster County,Nebraska,"158,869",With health insurance coverage,
Lancaster County,Nebraska,"26,106",With health insurance coverage,
Sarpy County,Nebraska,"40,735",With health insurance coverage,"132,688"
Sarpy County,Nebraska,"79,761",With health insurance coverage,
Sarpy County,Nebraska,"12,192",With health insurance coverage,
Clark County,Nevada,"396,801",With health insurance coverage,"1,458,931"
Clark County,Nevada,"870,815",With health insurance coverage,
Clark County,Nevada,"191,315",With health insurance coverage,
Washoe County,Nevada,"80,526",With health insurance coverage,"328,943"
Washoe County,Nevada,"200,316",With health insurance coverage,
Washoe County,Nevada,"48,101",With health insurance coverage,
Cheshire County,New Hampshire,"13,931",With health insurance coverage,"65,917"
Cheshire County,New Hampshire,"41,530",With health insurance coverage,
Cheshire County,New Hampshire,"10,456",With health insurance coverage,
Grafton County,New Hampshire,"14,505",With health insurance coverage,"74,892"
Grafton County,New Hampshire,"47,594",With health insurance coverage,
Grafton County,New Hampshire,"12,793",With health insurance coverage,
Hillsborough County,New Hampshire,"95,104",With health insurance coverage,"358,628"
Hillsborough County,New Hampshire,"220,858",With health insurance coverage,
Hillsborough County,New Hampshire,"42,666",With health insurance coverage,
Merrimack County,New Hampshire,"30,586",With health insurance coverage,"131,784"
Merrimack County,New Hampshire,"82,599",With health insurance coverage,
Merrimack County,New Hampshire,"18,599",With health insurance coverage,
Rockingham County,New Hampshire,"66,233",With health insurance coverage,"271,393"
Rockingham County,New Hampshire,"171,685",With health insurance coverage,
Rockingham County,New Hampshire,"33,475",With health insurance coverage,
Strafford County,New Hampshire,"24,410",With health insurance coverage,"106,878"
Strafford County,New Hampshire,"69,116",With health insurance coverage,
Strafford County,New Hampshire,"13,352",With health insurance coverage,
Atlantic County,New Jersey,"60,008",With health insurance coverage,"238,264"
Atlantic County,New Jersey,"140,837",With health insurance coverage,
Atlantic County,New Jersey,"37,419",With health insurance coverage,
Bergen County,New Jersey,"183,266",With health insurance coverage,"786,314"
Bergen County,New Jersey,"480,092",With health insurance coverage,
Bergen County,New Jersey,"122,956",With health insurance coverage,
Burlington County,New Jersey,"97,440",With health insurance coverage,"393,031"
Burlington County,New Jersey,"239,154",With health insurance coverage,
Burlington County,New Jersey,"56,437",With health insurance coverage,
Camden County,New Jersey,"118,586",With health insurance coverage,"449,594"
Camden County,New Jersey,"269,211",With health insurance coverage,
Camden County,New Jersey,"61,797",With health insurance coverage,
Cape May County,New Jersey,"17,599",With health insurance coverage,"84,925"
Cape May County,New Jersey,"48,081",With health insurance coverage,
Cape May County,New Jersey,"19,245",With health insurance coverage,
Cumberland County,New Jersey,"35,713",With health insurance coverage,"125,912"
Cumberland County,New Jersey,"72,195",With health insurance coverage,
Cumberland County,New Jersey,"18,004",With health insurance coverage,
Essex County,New Jersey,"181,022",With health insurance coverage,"634,904"
Essex County,New Jersey,"370,477",With health insurance coverage,
Essex County,New Jersey,"83,405",With health insurance coverage,
Gloucester County,New Jersey,"63,563",With health insurance coverage,"260,837"
Gloucester County,New Jersey,"164,809",With health insurance coverage,
Gloucester County,New Jersey,"32,465",With health insurance coverage,
Hudson County,New Jersey,"117,092",With health insurance coverage,"477,771"
Hudson County,New Jersey,"301,096",With health insurance coverage,
Hudson County,New Jersey,"59,583",With health insurance coverage,
Hunterdon County,New Jersey,"27,681",With health insurance coverage,"119,271"
Hunterdon County,New Jersey,"77,242",With health insurance coverage,
Hunterdon County,New Jersey,"14,348",With health insurance coverage,
Mercer County,New Jersey,"78,900",With health insurance coverage,"319,353"
Mercer County,New Jersey,"197,874",With health insurance coverage,
Mercer County,New Jersey,"42,579",With health insurance coverage,
Middlesex County,New Jersey,"164,865",With health insurance coverage,"688,256"
Middlesex County,New Jersey,"433,236",With health insurance coverage,
Middlesex County,New Jersey,"90,155",With health insurance coverage,
Monmouth County,New Jersey,"144,229",With health insurance coverage,"573,449"
Monmouth County,New Jersey,"347,559",With health insurance coverage,
Monmouth County,New Jersey,"81,661",With health insurance coverage,
Morris County,New Jersey,"111,020",With health insurance coverage,"450,177"
Morris County,New Jersey,"279,285",With health insurance coverage,
Morris County,New Jersey,"59,872",With health insurance coverage,
Ocean County,New Jersey,"125,103",With health insurance coverage,"508,929"
Ocean County,New Jersey,"270,529",With health insurance coverage,
Ocean County,New Jersey,"113,297",With health insurance coverage,
Passaic County,New Jersey,"115,766",With health insurance coverage,"398,343"
Passaic County,New Jersey,"225,529",With health insurance coverage,
Passaic County,New Jersey,"57,048",With health insurance coverage,
Salem County,New Jersey,"13,443",With health insurance coverage,"58,118"
Salem County,New Jersey,"35,922",With health insurance coverage,
Salem County,New Jersey,"8,753",With health insurance coverage,
Somerset County,New Jersey,"78,640",With health insurance coverage,"300,190"
Somerset County,New Jersey,"185,197",With health insurance coverage,
Somerset County,New Jersey,"36,353",With health insurance coverage,
Sussex County,New Jersey,"32,789",With health insurance coverage,"135,364"
Sussex County,New Jersey,"87,290",With health insurance coverage,
Sussex County,New Jersey,"15,285",With health insurance coverage,
Union County,New Jersey,"115,881",With health insurance coverage,"429,922"
Union County,New Jersey,"251,437",With health insurance coverage,
Union County,New Jersey,"62,604",With health insurance coverage,
Warren County,New Jersey,"24,598",With health insurance coverage,"99,034"
Warren County,New Jersey,"60,742",With health insurance coverage,
Warren County,New Jersey,"13,694",With health insurance coverage,
Bernalillo County,New Mexico,"136,398",With health insurance coverage,"518,918"
Bernalillo County,New Mexico,"306,205",With health insurance coverage,
Bernalillo County,New Mexico,"76,315",With health insurance coverage,
Dona Ana County,New Mexico,"50,521",With health insurance coverage,"151,922"
Dona Ana County,New Mexico,"78,330",With health insurance coverage,
Dona Ana County,New Mexico,"23,071",With health insurance coverage,
McKinley County,New Mexico,"13,465",With health insurance coverage,"38,843"
McKinley County,New Mexico,"18,130",With health insurance coverage,
McKinley County,New Mexico,"7,248",With health insurance coverage,
Sandoval County,New Mexico,"28,678",With health insurance coverage,"103,242"
Sandoval County,New Mexico,"61,430",With health insurance coverage,
Sandoval County,New Mexico,"13,134",With health insurance coverage,
San Juan County,New Mexico,"24,966",With health insurance coverage,"83,915"
San Juan County,New Mexico,"46,905",With health insurance coverage,
San Juan County,New Mexico,"12,044",With health insurance coverage,
Santa Fe County,New Mexico,"26,162",With health insurance coverage,"110,406"
Santa Fe County,New Mexico,"64,770",With health insurance coverage,
Santa Fe County,New Mexico,"19,474",With health insurance coverage,
Valencia County,New Mexico,"14,732",With health insurance coverage,"55,743"
Valencia County,New Mexico,"32,285",With health insurance coverage,
Valencia County,New Mexico,"8,726",With health insurance coverage,
Albany County,New York,"57,862",With health insurance coverage,"272,254"
Albany County,New York,"176,515",With health insurance coverage,
Albany County,New York,"37,877",With health insurance coverage,
Bronx County,New York,"362,527",With health insurance coverage,"1,131,325"
Bronx County,New York,"634,257",With health insurance coverage,
Bronx County,New York,"134,541",With health insurance coverage,
Broome County,New York,"36,838",With health insurance coverage,"173,806"
Broome County,New York,"106,252",With health insurance coverage,
Broome County,New York,"30,716",With health insurance coverage,
Cattaraugus County,New York,"14,968",With health insurance coverage,"70,134"
Cattaraugus County,New York,"43,533",With health insurance coverage,
Cattaraugus County,New York,"11,633",With health insurance coverage,
Cayuga County,New York,"14,896",With health insurance coverage,"65,565"
Cayuga County,New York,"39,289",With health insurance coverage,
Cayuga County,New York,"11,380",With health insurance coverage,
Chautauqua County,New York,"26,508",With health insurance coverage,"117,102"
Chautauqua County,New York,"71,450",With health insurance coverage,
Chautauqua County,New York,"19,144",With health insurance coverage,
Chemung County,New York,"17,608",With health insurance coverage,"76,497"
Chemung County,New York,"46,493",With health insurance coverage,
Chemung County,New York,"12,396",With health insurance coverage,
Clinton County,New York,"14,607",With health insurance coverage,"71,769"
Clinton County,New York,"46,573",With health insurance coverage,
Clinton County,New York,"10,589",With health insurance coverage,
Dutchess County,New York,"59,516",With health insurance coverage,"255,845"
Dutchess County,New York,"162,094",With health insurance coverage,
Dutchess County,New York,"34,235",With health insurance coverage,
Erie County,New York,"189,469",With health insurance coverage,"835,022"
Erie County,New York,"511,304",With health insurance coverage,
Erie County,New York,"134,249",With health insurance coverage,
Jefferson County,New York,"27,784",With health insurance coverage,"96,694"
Jefferson County,New York,"56,326",With health insurance coverage,
Jefferson County,New York,"12,584",With health insurance coverage,
Kings County,New York,"612,353",With health insurance coverage,"2,215,785"
Kings County,New York,"1,298,169",With health insurance coverage,
Kings County,New York,"305,263",With health insurance coverage,
Madison County,New York,"12,795",With health insurance coverage,"59,698"
Madison County,New York,"38,154",With health insurance coverage,
Madison County,New York,"8,749",With health insurance coverage,
Monroe County,New York,"159,994",With health insurance coverage,"678,802"
Monroe County,New York,"425,116",With health insurance coverage,
Monroe County,New York,"93,692",With health insurance coverage,
Nassau County,New York,"293,537",With health insurance coverage,"1,225,993"
Nassau County,New York,"738,842",With health insurance coverage,
Nassau County,New York,"193,614",With health insurance coverage,
New York County,New York,"263,486",With health insurance coverage,"1,446,858"
New York County,New York,"981,582",With health insurance coverage,
New York County,New York,"201,790",With health insurance coverage,
Niagara County,New York,"43,371",With health insurance coverage,"190,927"
Niagara County,New York,"116,804",With health insurance coverage,
Niagara County,New York,"30,752",With health insurance coverage,
Oneida County,New York,"45,777",With health insurance coverage,"200,589"
Oneida County,New York,"120,671",With health insurance coverage,
Oneida County,New York,"34,141",With health insurance coverage,
Onondaga County,New York,"97,437",With health insurance coverage,"405,004"
Onondaga County,New York,"249,103",With health insurance coverage,
Onondaga County,New York,"58,464",With health insurance coverage,
Ontario County,New York,"21,282",With health insurance coverage,"96,446"
Ontario County,New York,"60,903",With health insurance coverage,
Ontario County,New York,"14,261",With health insurance coverage,
Orange County,New York,"95,417",With health insurance coverage,"326,867"
Orange County,New York,"194,053",With health insurance coverage,
Orange County,New York,"37,397",With health insurance coverage,
Oswego County,New York,"25,435",With health insurance coverage,"111,080"
Oswego County,New York,"71,256",With health insurance coverage,
Oswego County,New York,"14,389",With health insurance coverage,
Putnam County,New York,"21,350",With health insurance coverage,"88,969"
Putnam County,New York,"56,925",With health insurance coverage,
Putnam County,New York,"10,694",With health insurance coverage,
Queens County,New York,"463,091",With health insurance coverage,"1,886,614"
Queens County,New York,"1,134,387",With health insurance coverage,
Queens County,New York,"289,136",With health insurance coverage,
Rensselaer County,New York,"31,528",With health insurance coverage,"138,951"
Rensselaer County,New York,"89,223",With health insurance coverage,
Rensselaer County,New York,"18,200",With health insurance coverage,
Richmond County,New York,"110,349",With health insurance coverage,"439,704"
Richmond County,New York,"274,375",With health insurance coverage,
Richmond County,New York,"54,980",With health insurance coverage,
Rockland County,New York,"72,720",With health insurance coverage,"263,451"
Rockland County,New York,"152,263",With health insurance coverage,
Rockland County,New York,"38,468",With health insurance coverage,
St. Lawrence County,New York,"19,960",With health insurance coverage,"93,312"
St. Lawrence County,New York,"59,432",With health insurance coverage,
St. Lawrence County,New York,"13,920",With health insurance coverage,
Saratoga County,New York,"45,712",With health insurance coverage,"197,489"
Saratoga County,New York,"125,481",With health insurance coverage,
Saratoga County,New York,"26,296",With health insurance coverage,
Schenectady County,New York,"31,539",With health insurance coverage,"132,533"
Schenectady County,New York,"79,722",With health insurance coverage,
Schenectady County,New York,"21,272",With health insurance coverage,
Steuben County,New York,"19,969",With health insurance coverage,"85,364"
Steuben County,New York,"51,497",With health insurance coverage,
Steuben County,New York,"13,898",With health insurance coverage,
Suffolk County,New York,"345,883",With health insurance coverage,"1,347,909"
Suffolk County,New York,"815,944",With health insurance coverage,
Suffolk County,New York,"186,082",With health insurance coverage,
Sullivan County,New York,"14,651",With health insurance coverage,"62,316"
Sullivan County,New York,"37,355",With health insurance coverage,
Sullivan County,New York,"10,310",With health insurance coverage,
Tompkins County,New York,"14,926",With health insurance coverage,"92,123"
Tompkins County,New York,"67,823",With health insurance coverage,
Tompkins County,New York,"9,374",With health insurance coverage,
Ulster County,New York,"33,843",With health insurance coverage,"156,036"
Ulster County,New York,"98,478",With health insurance coverage,
Ulster County,New York,"23,715",With health insurance coverage,
Warren County,New York,"11,749",With health insurance coverage,"56,146"
Warren County,New York,"33,659",With health insurance coverage,
Warren County,New York,"10,738",With health insurance coverage,
Wayne County,New York,"20,160",With health insurance coverage,"83,079"
Wayne County,New York,"51,092",With health insurance coverage,
Wayne County,New York,"11,827",With health insurance coverage,
Westchester County,New York,"217,270",With health insurance coverage,"837,911"
Westchester County,New York,"492,631",With health insurance coverage,
Westchester County,New York,"128,010",With health insurance coverage,
Alamance County,North Carolina,"31,272",With health insurance coverage,"122,698"
Alamance County,North Carolina,"72,006",With health insurance coverage,
Alamance County,North Carolina,"19,420",With health insurance coverage,
Brunswick County,North Carolina,"17,759",With health insurance coverage,"74,971"
Brunswick County,North Carolina,"38,659",With health insurance coverage,
Brunswick County,North Carolina,"18,553",With health insurance coverage,
Buncombe County,North Carolina,"43,896",With health insurance coverage,"191,289"
Buncombe County,North Carolina,"113,783",With health insurance coverage,
Buncombe County,North Carolina,"33,610",With health insurance coverage,
Burke County,North Carolina,"17,643",With health insurance coverage,"72,850"
Burke County,North Carolina,"42,329",With health insurance coverage,
Burke County,North Carolina,"12,878",With health insurance coverage,
Cabarrus County,North Carolina,"40,851",With health insurance coverage,"143,154"
Cabarrus County,North Carolina,"85,503",With health insurance coverage,
Cabarrus County,North Carolina,"16,800",With health insurance coverage,
Caldwell County,North Carolina,"16,743",With health insurance coverage,"64,926"
Caldwell County,North Carolina,"36,754",With health insurance coverage,
Caldwell County,North Carolina,"11,429",With health insurance coverage,
Catawba County,North Carolina,"34,133",With health insurance coverage,"130,418"
Catawba County,North Carolina,"75,975",With health insurance coverage,
Catawba County,North Carolina,"20,310",With health insurance coverage,
Cleveland County,North Carolina,"21,645",With health insurance coverage,"83,275"
Cleveland County,North Carolina,"47,562",With health insurance coverage,
Cleveland County,North Carolina,"14,068",With health insurance coverage,
Craven County,North Carolina,"22,944",With health insurance coverage,"78,515"
Craven County,North Carolina,"41,074",With health insurance coverage,
Craven County,North Carolina,"14,497",With health insurance coverage,
Cumberland County,North Carolina,"80,546",With health insurance coverage,"245,816"
Cumberland County,North Carolina,"137,962",With health insurance coverage,
Cumberland County,North Carolina,"27,308",With health insurance coverage,
Davidson County,North Carolina,"34,717",With health insurance coverage,"134,183"
Davidson County,North Carolina,"79,213",With health insurance coverage,
Davidson County,North Carolina,"20,253",With health insurance coverage,
Durham County,North Carolina,"60,166",With health insurance coverage,"222,171"
Durham County,North Carolina,"139,594",With health insurance coverage,
Durham County,North Carolina,"22,411",With health insurance coverage,
Forsyth County,North Carolina,"76,881",With health insurance coverage,"288,891"
Forsyth County,North Carolina,"171,115",With health insurance coverage,
Forsyth County,North Carolina,"40,895",With health insurance coverage,
Gaston County,North Carolina,"43,707",With health insurance coverage,"171,490"
Gaston County,North Carolina,"102,695",With health insurance coverage,
Gaston County,North Carolina,"25,088",With health insurance coverage,
Guilford County,North Carolina,"99,463",With health insurance coverage,"400,395"
Guilford County,North Carolina,"247,954",With health insurance coverage,
Guilford County,North Carolina,"52,978",With health insurance coverage,
Harnett County,North Carolina,"26,703",With health insurance coverage,"86,770"
Harnett County,North Carolina,"49,685",With health insurance coverage,
Harnett County,North Carolina,"10,382",With health insurance coverage,
Henderson County,North Carolina,"19,330",With health insurance coverage,"83,296"
Henderson County,North Carolina,"42,989",With health insurance coverage,
Henderson County,North Carolina,"20,977",With health insurance coverage,
Iredell County,North Carolina,"35,777",With health insurance coverage,"130,295"
Iredell County,North Carolina,"75,966",With health insurance coverage,
Iredell County,North Carolina,"18,552",With health insurance coverage,
Johnston County,North Carolina,"40,046",With health insurance coverage,"132,860"
Johnston County,North Carolina,"78,705",With health insurance coverage,
Johnston County,North Carolina,"14,109",With health insurance coverage,
Lincoln County,North Carolina,"17,064",With health insurance coverage,"60,767"
Lincoln County,North Carolina,"34,641",With health insurance coverage,
Lincoln County,North Carolina,"9,062",With health insurance coverage,
Mecklenburg County,North Carolina,"212,413",With health insurance coverage,"745,490"
Mecklenburg County,North Carolina,"464,354",With health insurance coverage,
Mecklenburg County,North Carolina,"68,723",With health insurance coverage,
Moore County,North Carolina,"16,624",With health insurance coverage,"71,280"
Moore County,North Carolina,"37,373",With health insurance coverage,
Moore County,North Carolina,"17,283",With health insurance coverage,
Nash County,North Carolina,"20,055",With health insurance coverage,"80,433"
Nash County,North Carolina,"47,513",With health insurance coverage,
Nash County,North Carolina,"12,865",With health insurance coverage,
New Hanover County,North Carolina,"38,224",With health insurance coverage,"164,579"
New Hanover County,North Carolina,"100,563",With health insurance coverage,
New Hanover County,North Carolina,"25,792",With health insurance coverage,
Onslow County,North Carolina,"43,884",With health insurance coverage,"115,373"
Onslow County,North Carolina,"60,134",With health insurance coverage,
Onslow County,North Carolina,"11,355",With health insurance coverage,
Orange County,North Carolina,"23,414",With health insurance coverage,"112,007"
Orange County,North Carolina,"76,694",With health insurance coverage,
Orange County,North Carolina,"11,899",With health insurance coverage,
Pitt County,North Carolina,"32,319",With health insurance coverage,"129,571"
Pitt County,North Carolina,"82,482",With health insurance coverage,
Pitt County,North Carolina,"14,770",With health insurance coverage,
Randolph County,North Carolina,"30,694",With health insurance coverage,"115,111"
Randolph County,North Carolina,"67,237",With health insurance coverage,
Randolph County,North Carolina,"17,180",With health insurance coverage,
Robeson County,North Carolina,"32,098",With health insurance coverage,"99,437"
Robeson County,North Carolina,"53,247",With health insurance coverage,
Robeson County,North Carolina,"14,092",With health insurance coverage,
Rockingham County,North Carolina,"18,352",With health insurance coverage,"76,785"
Rockingham County,North Carolina,"44,959",With health insurance coverage,
Rockingham County,North Carolina,"13,474",With health insurance coverage,
Rowan County,North Carolina,"29,301",With health insurance coverage,"115,110"
Rowan County,North Carolina,"67,316",With health insurance coverage,
Rowan County,North Carolina,"18,493",With health insurance coverage,
Surry County,North Carolina,"15,592",With health insurance coverage,"59,850"
Surry County,North Carolina,"32,868",With health insurance coverage,
Surry County,North Carolina,"11,390",With health insurance coverage,
Union County,North Carolina,"49,479",With health insurance coverage,"165,551"
Union County,North Carolina,"99,876",With health insurance coverage,
Union County,North Carolina,"16,196",With health insurance coverage,
Wake County,North Carolina,"208,673",With health insurance coverage,"749,786"
Wake County,North Carolina,"476,061",With health insurance coverage,
Wake County,North Carolina,"65,052",With health insurance coverage,
Wayne County,North Carolina,"26,253",With health insurance coverage,"89,774"
Wayne County,North Carolina,"50,094",With health insurance coverage,
